seller_city,seller_state,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_photos_qty,product_category_name,review_score,review_comment_title,payment_value,payment_installments,payment_type,payment_sequential,freight_value,price,geolocation_city,geolocation_city.1,order_estimated_delivery_date,order_delivered_customer_date,order_delivered_carrier_date,order_approved_at,order_status,order_purchase_timestamp,customer_city,customer_state,delivery_time_days,category,order_handlingtime,delay_days
blumenau,SC,6267,36,40,36,1.0,moveis_decoracao,4,,64.51,4,credit_card,1,63.11,122.99,sao paulo,sao paulo,2017-10-02,2017-09-19 14:42:16,09/15/2017 20:59:50,2017-09-15 02:25:56,delivered,2017-09-14 18:32:52,sao jose,SC,4.0,,0,-13.0
marilia,SP,2653,53,15,36,1.0,esporte_lazer,5,,193.5,8,credit_card,1,15.44,49.0,sao paulo,sao paulo,2017-03-24,2017-03-10 13:06:28,02/20/2017 10:27:58,2017-02-17 17:50:12,delivered,2017-02-17 17:37:52,campos de julio,MT,20.0,,0,-14.0
ponta grossa,PR,3000,69,11,11,2.0,moveis_decoracao,5,,110.63,1,boleto,1,15.44,49.0,são paulo,são paulo,2018-03-02,2018-03-06 16:59:05,02/07/2018 22:38:31,2018-02-05 17:50:41,delivered,2018-02-05 17:40:34,saquarema,RJ,28.0,,0,4.0
guarulhos,SP,8500,18,29,13,1.0,automotivo,5,,200.55,5,credit_card,1,7.87,29.99,sao paulo,sao paulo,2017-03-23,2017-02-14 14:03:35,02/07/2017 08:09:23,2017-01-25 16:02:29,delivered,2017-01-25 15:47:27,sao caetano do sul,SP,19.0,,0,-37.0
belo horizonte,MG,2120,26,25,25,1.0,esporte_lazer,3,,41.71,1,credit_card,1,24.7,59.9,são paulo,são paulo,2017-06-08,2017-05-09 11:17:09,04/28/2017 14:06:45,2017-04-27 14:30:17,delivered,2017-04-27 14:17:37,artur nogueira,SP,11.0,,0,-30.0
pedreira,SP,750,30,30,30,3.0,eletroportateis,4,,54.43,1,credit_card,1,24.7,62.0,sao paulo,sao paulo,2018-07-17,2018-07-02 17:19:07,06/19/2018 14:46:00,2018-06-15 22:20:30,delivered,2018-06-15 21:45:12,uaua,BA,16.0,,0,-15.0
apucarana,PR,200,16,16,12,2.0,beleza_saude,5,,77.64,3,credit_card,1,10.13,102.0,sao paulo,sao paulo,2018-01-08,2017-12-22 17:37:06,12/07/2017 17:21:31,2017-12-07 03:12:20,delivered,2017-12-06 09:53:36,sao paulo,SP,16.0,,0,-17.0
guarulhos,SP,1650,35,20,30,1.0,cama_mesa_banho,4,,280.08,1,boleto,1,15.1,27.9,sao paulo,sao paulo,2017-02-20,2017-01-30 11:21:56,01/16/2017 09:38:03,2017-01-14 15:50:20,delivered,2017-01-14 15:42:20,jandira,SP,15.0,,0,-21.0
brusque,SC,900,26,13,21,1.0,informatica_acessorios,5,,101.34,5,credit_card,1,11.98,196.0,sao paulo,sao paulo,2018-08-20,2018-08-11 15:54:34,08/03/2018 12:01:00,2018-08-01 16:50:14,delivered,2018-08-01 16:37:54,belo horizonte,MG,9.0,,0,-9.0
poa,SP,150,32,5,16,1.0,utilidades_domesticas,5,,77.57,1,credit_card,1,22.63,389.0,são paulo,são paulo,2018-06-04,2018-05-24 00:35:33,05/22/2018 06:21:00,2018-05-20 10:58:35,delivered,2018-05-20 10:33:47,sao paulo,SP,3.0,,0,-11.0
sao paulo,SP,800,31,5,21,1.0,utilidades_domesticas,1,,60.2,4,credit_card,1,16.47,119.99,sao paulo,sao paulo,2018-07-30,2018-07-06 16:50:48,07/03/2018 10:15:00,2018-07-01 21:29:50,delivered,2018-07-01 21:12:33,sao paulo,SP,4.0,,0,-24.0
maringa,PR,700,20,20,20,3.0,cool_stuff,5,,48.1,1,boleto,1,14.1,27.99,são paulo,são paulo,2017-06-14,2017-06-02 18:03:04,05/24/2017 14:29:37,2017-05-23 04:05:23,delivered,2017-05-21 21:10:35,valinhos,SP,11.0,,1,-12.0
curitiba,PR,700,20,20,20,1.0,bebidas,5,,76.02,1,boleto,1,14.7,54.99,sao paulo,sao paulo,2018-04-03,2018-04-02 22:17:31,03/14/2018 23:42:30,2018-03-14 12:00:25,delivered,2018-03-14 11:22:37,concordia,SC,19.0,,0,-1.0
sao jose do rio preto,SP,10400,100,23,27,6.0,bebes,1,,84.56,2,credit_card,1,16.06,88.9,sao paulo,sao paulo,2017-12-01,2017-11-14 01:32:39,11/08/2017 19:35:35,2017-11-02 02:16:10,delivered,2017-10-31 21:47:13,nova friburgo,RJ,13.0,,1,-17.0
divinopolis,MG,5850,40,9,105,1.0,instrumentos_musicais,5,,20.0,1,voucher,2,21.2,899.0,são paulo,são paulo,2017-11-01,2017-10-18 20:27:31,10/05/2017 20:24:51,2017-10-04 18:28:17,delivered,2017-10-04 17:56:28,sorocaba,SP,14.0,,0,-14.0
santa barbara d´oeste,SP,75,17,12,17,1.0,cama_mesa_banho,5,,48.16,4,credit_card,1,17.28,120.0,sao paulo,sao paulo,2018-02-01,2018-01-23 21:45:13,01/18/2018 22:17:37,2018-01-17 10:10:03,delivered,2018-01-17 09:55:37,rio de janeiro,RJ,6.0,,0,-9.0
canoas,RS,1000,27,10,20,2.0,papelaria,5,,265.41,1,debit_card,1,16.72,279.99,sao paulo,sao paulo,2018-07-30,2018-07-26 00:26:49,07/23/2018 08:58:00,2018-07-20 12:03:54,delivered,2018-07-20 11:46:49,ponte nova,MG,5.0,,0,-4.0
itu,SP,1475,32,28,28,4.0,automotivo,5,,127.53,5,credit_card,1,15.16,59.0,são paulo,são paulo,2018-01-09,2017-12-27 17:42:05,12/18/2017 22:29:20,2017-12-14 10:14:22,delivered,2017-12-14 09:06:34,araquari,SC,13.0,,0,-13.0
joinville,SC,750,36,18,36,4.0,fashion_bolsas_e_acessorios,5,Tudo certo!,128.73,2,credit_card,1,53.83,243.37,são paulo,são paulo,2018-07-19,2018-06-25 13:11:20,06/20/2018 14:15:00,2018-06-19 13:57:28,delivered,2018-06-19 13:22:15,sao jose dos campos,SP,5.0,,0,-24.0
mombuca,SP,3600,36,8,15,10.0,papelaria,5,,37.37,3,credit_card,1,16.5,249.48,sao paulo,sao paulo,2018-04-23,2018-04-12 17:12:13,04/04/2018 23:42:34,2018-04-02 13:10:21,delivered,2018-04-02 13:01:06,muriae,MG,10.0,,0,-11.0
sao bernardo do campo,SP,2200,28,28,38,3.0,moveis_decoracao,5,,150.15,5,credit_card,1,19.32,35.0,sao paulo,sao paulo,2018-07-23,2018-07-07 14:41:18,07/05/2018 14:50:00,2018-07-05 16:33:06,delivered,2018-07-04 16:49:21,sao paulo,SP,2.0,,0,-16.0
santana de parnaiba,SP,150,20,13,15,1.0,eletrodomesticos,5,,36.16,2,credit_card,1,19.32,35.0,sao paulo,sao paulo,2017-05-10,2017-05-09 12:49:59,04/18/2017 14:51:38,2017-04-13 17:42:10,delivered,2017-04-13 17:26:06,barueri,SP,25.0,,0,-1.0
curitiba,PR,1750,30,20,30,1.0,casa_construcao,5,,198.0,4,credit_card,1,0.0,99.9,sao paulo,sao paulo,2018-08-06,2018-07-27 18:55:57,07/26/2018 14:46:00,2018-07-29 23:30:52,delivered,2018-07-24 11:32:11,santo andre,SP,3.0,,5,-10.0
londrina,PR,1300,44,8,30,4.0,esporte_lazer,4,,112.4,5,credit_card,1,8.29,14.99,são paulo,são paulo,2017-07-31,2017-07-17 19:02:35,07/06/2017 13:55:38,2017-07-05 17:42:57,delivered,2017-07-05 11:55:58,navegantes,SC,12.0,,0,-14.0
franca,SP,7750,33,25,33,2.0,moveis_sala,4,,35.4,1,credit_card,1,16.53,109.73,sao paulo,sao paulo,2018-05-15,2018-05-09 19:50:37,05/03/2018 12:27:00,2018-05-01 03:15:02,delivered,2018-04-30 20:24:33,nova lima,MG,8.0,,0,-6.0
sete lagoas,MG,3100,32,26,21,1.0,utilidades_domesticas,4,,189.98,6,credit_card,1,14.1,9.0,sao paulo,sao paulo,2017-06-05,2017-05-10 11:34:12,05/04/2017 13:08:12,2017-05-03 14:42:38,delivered,2017-05-03 14:31:43,inhumas,GO,6.0,,0,-26.0
campo do meio,MG,1600,55,37,30,4.0,malas_acessorios,5,,228.6,2,credit_card,1,19.25,239.0,sao paulo,sao paulo,2018-06-19,2018-06-01 14:46:48,05/28/2018 15:02:00,2018-05-25 22:32:39,delivered,2018-05-25 22:10:13,italva,RJ,6.0,,0,-18.0
toledo,PR,350,19,13,13,2.0,relogios_presentes,2,,314.21,8,credit_card,1,16.11,13.99,sao paulo,sao paulo,2017-11-06,2017-10-24 20:17:44,10/17/2017 15:42:42,2017-10-12 13:49:22,delivered,2017-10-12 13:33:22,sao paulo,SP,12.0,,0,-13.0
mogi das cruzes,SP,888,18,17,18,1.0,beleza_saude,5,,22.29,1,credit_card,1,16.79,29.99,sao paulo,sao paulo,2017-04-12,2017-03-27 14:12:27,03/17/2017 15:12:16,2017-03-13 11:36:11,delivered,2017-03-13 11:36:11,tres rios,RJ,14.0,,0,-16.0
jundiai,SP,150,16,4,14,3.0,informatica_acessorios,5,,257.3,8,credit_card,1,27.41,189.99,sao paulo,sao paulo,2017-12-12,2017-12-21 14:22:54,11/22/2017 19:48:47,2017-11-21 09:50:30,delivered,2017-11-20 16:21:04,belford roxo,RJ,30.0,,0,9.0
marilia,SP,1025,25,23,25,1.0,utilidades_domesticas,5,,162.99,6,credit_card,1,15.83,55.0,sao paulo,sao paulo,2018-01-02,2017-12-14 00:37:09,11/28/2017 21:09:47,2017-11-26 15:56:24,delivered,2017-11-26 15:47:51,santa maria,RS,17.0,,0,-19.0
fortaleza,CE,250,20,9,12,2.0,utilidades_domesticas,5,,51.03,1,boleto,1,15.29,58.99,sao paulo,sao paulo,2018-07-12,2018-06-12 16:32:33,06/05/2018 05:40:00,2018-06-01 15:52:33,delivered,2018-06-01 15:34:15,itagiba,BA,11.0,,0,-30.0
sao paulo,SP,450,45,15,35,4.0,cama_mesa_banho,4,recomendo,190.09,12,credit_card,1,17.18,99.9,sao paulo,sao paulo,2018-01-23,2017-12-30 01:39:04,12/26/2017 13:33:39,2017-12-23 15:58:25,delivered,2017-12-23 15:50:03,florianopolis,SC,6.0,,0,-24.0
cordeiropolis,SP,1000,16,12,13,1.0,beleza_saude,4,,374.24,7,credit_card,1,5.31,25.99,sao paulo,sao paulo,2017-12-26,2017-12-14 15:08:57,12/06/2017 23:17:44,2017-12-01 11:32:19,delivered,2017-12-01 07:15:07,sao paulo,SP,13.0,,0,-12.0
uberlandia,MG,400,16,9,12,1.0,utilidades_domesticas,5,Ótimo ,53.15,5,credit_card,1,9.57,25.99,sao paulo,sao paulo,2017-12-20,2017-12-11 22:47:16,12/04/2017 21:43:16,2017-12-03 20:31:44,delivered,2017-12-03 20:22:53,paracatu,MG,8.0,,0,-9.0
anapolis,GO,150,21,7,14,3.0,telefonia,2,,88.2,2,credit_card,1,18.56,107.9,sao paulo,sao paulo,2017-10-31,2017-10-09 23:02:53,10/04/2017 17:48:24,2017-10-04 11:49:17,delivered,2017-10-04 11:31:15,rio de janeiro,RJ,5.0,,0,-22.0
ribeirao preto,SP,400,16,4,16,3.0,informatica_acessorios,5,,25.9,1,voucher,2,33.93,53.9,sao paulo,sao paulo,2018-08-31,2018-08-27 23:05:55,08/23/2018 11:39:00,2018-08-21 20:50:15,delivered,2018-08-21 20:36:22,curitiba,PR,6.0,,0,-4.0
sao jose do rio preto,SP,9500,56,30,28,1.0,construcao_ferramentas_jardim,2,,46.81,1,credit_card,1,33.93,53.9,são paulo,são paulo,2017-11-27,2017-12-01 18:06:48,11/06/2017 20:28:43,2017-11-02 15:10:35,delivered,2017-11-02 14:51:11,rio de janeiro,RJ,29.0,,0,4.0
sao paulo,SP,300,34,5,27,1.0,cool_stuff,1,,131.47,1,boleto,1,12.48,49.9,sao paulo,sao paulo,2017-07-17,2017-06-30 15:27:34,06/26/2017 08:03:03,2017-06-23 11:35:14,delivered,2017-06-23 11:23:50,xaxim,SC,7.0,,0,-17.0
porto alegre,RS,150,22,7,16,1.0,perfumaria,1,,258.71,3,credit_card,1,17.06,185.81,sao paulo,sao paulo,2018-05-29,2018-05-21 23:56:39,05/17/2018 14:56:00,2018-05-11 03:50:29,delivered,2018-05-10 16:04:42,rio de janeiro,RJ,11.0,,0,-8.0
rio de janeiro,RJ,550,30,5,25,1.0,cama_mesa_banho,1,,84.23,1,credit_card,1,17.26,501.9,sao paulo,sao paulo,2017-03-14,2017-03-01 11:37:25,02/16/2017 12:48:03,2017-02-14 04:03:44,delivered,2017-02-13 09:35:10,santo andre,SP,16.0,,0,-13.0
sao paulo,SP,1100,37,12,30,3.0,automotivo,4,,156.73,10,credit_card,1,16.94,97.9,sao paulo,sao paulo,2017-09-29,2017-09-19 20:12:37,09/14/2017 19:52:15,2017-09-13 20:44:14,delivered,2017-09-13 20:30:02,laranjeiras do sul,PR,5.0,,0,-10.0
sao paulo,SP,300,19,12,13,1.0,beleza_saude,1,,69.9,1,boleto,1,18.83,76.0,sao paulo,sao paulo,2018-04-27,2018-04-13 19:04:19,04/12/2018 18:49:47,2018-04-11 15:12:22,delivered,2018-04-11 14:59:05,sao paulo,SP,2.0,,0,-14.0
sao paulo,SP,21450,70,34,50,,,5,,48.13,1,boleto,1,18.0,15.32,sao paulo,sao paulo,2017-04-10,2017-03-30 14:43:16,03/21/2017 09:17:46,2017-03-19 23:15:51,delivered,2017-03-19 23:15:51,sao paulo,SP,10.0,,0,-11.0
colombo,PR,850,18,10,14,1.0,beleza_saude,3,,187.15,6,credit_card,1,12.65,45.9,sao paulo,sao paulo,2017-11-29,2017-11-21 18:23:02,11/07/2017 19:33:45,2017-11-07 07:30:43,delivered,2017-11-03 12:56:49,itapiuna,CE,18.0,,3,-8.0
diadema,SP,500,17,22,17,2.0,relogios_presentes,5,,69.99,3,credit_card,1,12.71,45.9,sao paulo,sao paulo,2017-12-15,2017-12-11 15:28:55,12/05/2017 20:26:46,2017-11-27 19:58:22,delivered,2017-11-27 19:41:55,sao paulo,SP,13.0,,0,-4.0
piracicaba,SP,750,26,23,23,1.0,esporte_lazer,5,,25.0,1,voucher,2,12.71,45.9,sao paulo,sao paulo,2018-08-06,2018-07-24 15:08:39,07/19/2018 13:34:00,2018-07-18 16:30:32,delivered,2018-07-18 16:16:28,guarulhos,SP,5.0,,0,-13.0
rio de janeiro,RJ,150,28,13,12,6.0,beleza_saude,3,,162.1,2,credit_card,1,0.0,53.9,sao paulo,sao paulo,2018-06-04,2018-05-14 20:31:36,05/07/2018 15:00:00,2018-05-06 10:53:01,delivered,2018-05-06 10:27:56,campinas,SP,8.0,,0,-21.0
sorocaba,SP,30000,76,51,51,3.0,utilidades_domesticas,5,,57.11,1,credit_card,1,0.0,53.9,sao paulo,sao paulo,2017-12-11,2017-11-25 13:51:57,11/16/2017 20:12:13,2017-11-11 12:26:49,delivered,2017-11-11 12:10:02,recife,PE,14.0,,0,-16.0
santa barbara d oeste,SP,325,17,17,17,1.0,sinalizacao_e_seguranca,1,,154.87,1,credit_card,1,15.1,21.99,sao paulo,sao paulo,2017-03-17,2017-03-21 10:35:41,02/23/2017 07:23:34,2017-02-22 06:50:09,delivered,2017-02-20 21:31:59,ribeirao preto,SP,28.0,,1,4.0
pedreira,SP,200,16,2,11,1.0,fashion_bolsas_e_acessorios,5,,236.81,4,credit_card,1,28.99,83.9,sao paulo,sao paulo,2018-03-23,2018-03-14 18:48:51,03/08/2018 18:33:32,2018-03-07 18:10:15,delivered,2018-03-07 17:53:30,divinopolis,MG,7.0,,0,-9.0
arapongas,PR,200,19,3,12,3.0,telefonia,5,Otimo,102.53,1,credit_card,1,8.88,49.99,sao paulo,sao paulo,2018-07-05,2018-06-27 12:58:33,06/26/2018 13:54:00,2018-06-26 05:37:09,delivered,2018-06-24 08:21:25,sao paulo,SP,3.0,,1,-8.0
volta redonda,SP,200,20,15,15,1.0,esporte_lazer,3,,65.1,3,credit_card,1,15.1,50.0,sao paulo,sao paulo,2018-08-30,2018-08-18 11:48:58,08/08/2018 16:18:00,2018-08-07 06:45:09,delivered,2018-08-06 18:45:01,piracicaba,SP,11.0,,0,-12.0
porto ferreira,SP,1000,16,14,30,,,1,,93.64,1,boleto,1,11.15,61.2,sao paulo,sao paulo,2017-08-28,2017-08-15 14:43:59,08/04/2017 19:42:52,2017-08-04 11:03:38,delivered,2017-08-04 10:46:33,formosa,GO,11.0,,0,-13.0
blumenau,SC,800,20,7,20,2.0,fashion_roupa_masculina,4,,64.09,1,boleto,1,15.32,81.9,sao paulo,sao paulo,2018-05-22,2018-05-09 17:08:50,05/07/2018 15:23:00,2018-05-04 11:35:10,delivered,2018-05-03 14:31:13,niteroi,RJ,6.0,,0,-13.0
taboao da serra,SP,700,20,16,17,1.0,beleza_saude,5,,279.4,5,credit_card,1,12.9,79.9,sao paulo,sao paulo,2017-12-27,2017-12-06 19:04:52,12/04/2017 22:09:21,2017-12-02 08:59:42,delivered,2017-12-02 07:55:59,florianopolis,SC,4.0,,0,-21.0
4482255,RJ,250,16,2,11,6.0,relogios_presentes,5,perfeito!!,205.43,5,credit_card,1,14.08,27.99,sao paulo,sao paulo,2018-01-24,2018-01-09 17:09:16,01/05/2018 18:32:26,2018-01-01 23:26:49,delivered,2018-01-01 23:15:14,ponte nova,MG,7.0,,0,-15.0
aracatuba,SP,1800,22,10,18,3.0,automotivo,4,Lol pet,89.57,4,credit_card,1,81.62,1820.0,sao paulo,sao paulo,2017-10-10,2017-09-25 20:56:56,09/19/2017 23:57:50,2017-09-03 15:30:14,delivered,2017-09-03 15:21:44,niteroi,RJ,22.0,,0,-15.0
curitiba,PR,300,19,13,13,1.0,relogios_presentes,5,,75.07,1,boleto,1,14.52,15.99,sao paulo,sao paulo,2018-03-07,2018-02-24 17:38:49,02/06/2018 00:42:45,2018-02-03 00:32:52,delivered,2018-02-03 00:18:09,piracicaba,SP,21.0,,0,-11.0
goiania,GO,450,29,2,17,1.0,livros_tecnicos,5,,63.23,4,credit_card,1,14.7,240.0,são paulo,são paulo,2018-07-20,2018-07-13 17:45:33,07/12/2018 15:04:00,2018-07-12 04:06:09,delivered,2018-07-11 19:25:07,rio brilhante,MS,1.0,,0,-7.0
birigui,SP,400,16,21,15,1.0,informatica_acessorios,4,bom,0.52,1,credit_card,1,38.47,89.99,sao paulo,sao paulo,2017-03-02,2017-02-17 17:06:01,02/10/2017 14:04:07,2017-02-09 02:43:09,delivered,2017-02-07 12:01:07,sao paulo,SP,10.0,,1,-13.0
sorocaba,SP,1635,23,30,17,1.0,cool_stuff,2,,231.27,10,credit_card,1,13.41,399.9,sao paulo,sao paulo,2017-04-20,2017-04-07 15:32:47,03/27/2017 08:58:04,2017-03-23 13:05:42,delivered,2017-03-23 12:21:17,sao paulo,SP,15.0,,0,-13.0
monte siao,MG,750,20,35,20,1.0,moveis_decoracao,4,,41.69,1,boleto,1,17.88,89.9,sao paulo,sao paulo,2018-08-24,2018-08-07 14:21:45,07/31/2018 13:55:00,2018-07-31 03:55:21,delivered,2018-07-30 18:25:18,sao paulo,SP,7.0,,0,-17.0
campinas,SP,500,24,20,24,1.0,beleza_saude,5,,69.41,4,credit_card,1,17.88,89.9,sao paulo,sao paulo,2018-03-09,2018-02-28 20:07:13,02/14/2018 16:39:01,2018-02-09 15:54:33,delivered,2018-02-09 15:26:21,birigui,SP,19.0,,0,-9.0
garuva,SC,350,20,20,20,3.0,consoles_games,1,,72.75,1,credit_card,1,21.35,78.0,sao paulo,sao paulo,2018-05-25,2018-05-18 16:03:07,05/07/2018 14:32:00,2018-05-04 20:30:24,delivered,2018-05-04 20:19:38,ivoti,RS,13.0,,0,-7.0
bonfinopolis de minas,MG,200,18,13,16,1.0,brinquedos,5,Excelente,24.29,2,credit_card,1,8.36,28.8,sao paulo,sao paulo,2017-12-27,2017-12-21 21:17:03,12/11/2017 22:27:23,2017-11-26 12:34:38,delivered,2017-11-26 12:15:07,salvador,BA,25.0,,0,-6.0
cosmopolis,SP,950,26,15,19,3.0,cama_mesa_banho,5,,88.49,5,credit_card,1,8.88,67.99,sao paulo,sao paulo,2018-03-07,2018-03-11 19:28:52,02/17/2018 00:14:57,2018-02-15 15:27:08,delivered,2018-02-15 15:07:11,juazeiro,BA,24.0,,0,4.0
ribeirao preto,SP,300,16,17,11,1.0,brinquedos,5,,71.66,7,credit_card,1,25.73,65.0,sao paulo,sao paulo,2017-09-13,2017-09-12 19:43:56,09/11/2017 17:26:41,2017-08-31 05:44:41,delivered,2017-08-31 05:31:43,ponta grossa,PR,12.0,,0,-1.0
catanduva,SP,452,20,11,18,2.0,beleza_saude,5,1000000,80.81,2,credit_card,1,18.21,89.99,sao paulo,sao paulo,2017-03-17,2017-02-24 10:37:39,02/20/2017 03:54:56,2017-02-11 11:05:19,delivered,2017-02-11 10:53:48,nova venecia,ES,12.0,,0,-21.0
sao paulo,SP,17650,45,50,45,2.0,brinquedos,1,,132.82,2,credit_card,1,17.98,104.99,sao paulo,sao paulo,2017-05-29,2017-05-24 13:25:09,05/19/2017 17:52:05,2017-05-10 02:42:28,delivered,2017-05-08 14:59:40,campina grande,PB,15.0,,1,-5.0
sao goncalo,RJ,1100,35,9,35,2.0,cama_mesa_banho,5,,394.07,7,credit_card,1,7.78,13.99,sao paulo,sao paulo,2018-08-31,2018-08-30 00:36:25,08/28/2018 10:34:00,2018-08-28 04:04:08,delivered,2018-08-27 13:57:36,rio de janeiro,RJ,2.0,,0,-1.0
sao paulo,SP,5250,35,15,35,5.0,utilidades_domesticas,4,,165.5,2,credit_card,1,16.79,3.49,sao paulo,sao paulo,2017-03-03,2017-02-20 17:08:04,02/08/2017 15:48:44,2017-02-06 15:55:38,delivered,2017-02-06 15:43:18,osasco,SP,14.0,,0,-11.0
sao paulo,SP,200,16,10,11,1.0,brinquedos,5,,98.47,2,credit_card,1,16.79,3.49,sao paulo,sao paulo,2018-02-14,2018-01-23 21:25:49,01/17/2018 18:51:50,2018-01-16 10:12:20,delivered,2018-01-16 10:02:20,osasco,SP,7.0,,0,-22.0
rio de janeiro,RJ,340,47,13,13,4.0,relogios_presentes,5,,49.77,2,credit_card,1,16.32,29.99,sao paulo,sao paulo,2018-05-28,2018-05-21 18:08:30,05/18/2018 13:31:00,2018-05-18 13:06:52,delivered,2018-05-18 11:26:45,votorantim,SP,3.0,,0,-7.0
pocos de caldas,MG,750,16,16,16,1.0,beleza_saude,5,Ótimo custo x benefício,180.91,8,credit_card,1,10.96,16.9,são paulo,são paulo,2018-02-14,2018-01-26 18:59:01,01/24/2018 16:28:58,2018-01-22 19:36:36,delivered,2018-01-22 19:19:21,sao paulo,SP,3.0,,0,-19.0
sao goncalo,RJ,2650,33,10,33,1.0,cama_mesa_banho,5,,40.63,4,credit_card,1,23.35,63.0,são paulo,são paulo,2017-12-27,2018-01-09 16:32:21,12/04/2017 19:18:09,2017-11-29 13:12:28,delivered,2017-11-29 13:03:33,maua,SP,41.0,,0,13.0
artur nogueira,SP,300,35,10,25,1.0,moveis_decoracao,4,,71.63,1,debit_card,1,23.35,89.0,sao paulo,sao paulo,2018-02-05,2018-01-05 20:32:44,12/28/2017 12:29:07,2017-12-27 04:08:40,delivered,2017-12-26 02:35:27,salgueiro,PE,10.0,,1,-31.0
santos,SP,13600,16,65,60,1.0,utilidades_domesticas,1,,262.94,5,credit_card,1,19.21,159.0,sao paulo,sao paulo,2017-12-29,2017-12-14 22:57:41,12/13/2017 17:19:04,2017-12-12 21:11:32,delivered,2017-12-12 20:54:42,sao jose dos campos,SP,2.0,,0,-15.0
sao paulo,SP,1250,30,10,20,6.0,construcao_ferramentas_construcao,4,,62.22,3,credit_card,1,16.95,99.99,sao paulo,sao paulo,2018-08-16,2018-08-09 21:05:48,08/06/2018 14:28:00,2018-08-04 09:45:18,delivered,2018-08-04 09:09:37,rio de janeiro,RJ,5.0,,0,-7.0
belo horizonte,MG,3950,33,14,33,2.0,cama_mesa_banho,5,,311.57,5,credit_card,1,8.72,23.89,sao paulo,sao paulo,2017-08-03,,07/04/2017 11:27:21,2017-06-26 10:32:39,shipped,2017-06-26 07:04:39,lorena,SP,,,0,
santana de parnaiba,SP,400,38,2,29,2.0,informatica_acessorios,5,,93.22,1,debit_card,1,15.1,21.99,sao paulo,sao paulo,2018-03-27,2018-03-02 21:51:59,03/01/2018 21:38:37,2018-02-24 09:47:40,delivered,2018-02-24 08:45:01,sao paulo,SP,6.0,,0,-25.0
rio de janeiro,RJ,1100,35,14,29,7.0,malas_acessorios,1,,100.21,1,boleto,1,16.07,188.0,sao paulo,sao paulo,2018-08-15,2018-08-14 18:06:37,08/07/2018 14:21:00,2018-08-05 11:15:13,delivered,2018-08-05 11:05:53,sao goncalo,RJ,9.0,,0,-1.0
joao pessoa,PB,200,16,16,16,3.0,beleza_saude,5,Bom ,125.43,4,credit_card,1,13.11,109.9,são paulo,são paulo,2017-12-15,2017-12-05 19:23:37,11/27/2017 20:12:00,2017-11-26 11:54:51,delivered,2017-11-26 11:38:04,guaruja,SP,9.0,,0,-10.0
dois corregos,SP,425,39,17,39,1.0,eletrodomesticos,2,,80.55,1,boleto,1,14.73,59.9,sao paulo,sao paulo,2018-04-16,2018-04-14 19:18:26,03/27/2018 03:14:53,2018-03-23 11:55:34,delivered,2018-03-23 11:43:13,nova iguacu,RJ,22.0,,0,-2.0
araquari,SC,22050,55,40,60,1.0,utilidades_domesticas,5,,373.44,2,credit_card,1,16.74,139.9,são paulo,são paulo,2018-06-07,2018-06-03 13:06:33,05/22/2018 17:15:00,2018-05-19 02:58:58,delivered,2018-05-17 07:17:54,sao paulo,SP,17.0,,1,-4.0
sao paulo,SP,150,35,8,11,1.0,informatica_acessorios,5,,62.31,3,credit_card,1,18.23,28.49,sao paulo,sao paulo,2018-01-18,2017-12-19 11:59:06,12/13/2017 20:16:26,2017-12-11 17:11:20,delivered,2017-12-09 17:13:50,fortaleza,CE,9.0,,1,-30.0
porto alegre,RS,800,20,8,20,1.0,utilidades_domesticas,5,,36.35,1,debit_card,1,46.67,154.91,sao paulo,sao paulo,2018-05-16,2018-05-23 17:51:15,05/04/2018 15:20:00,2018-05-02 15:58:53,delivered,2018-05-02 13:17:54,toledo,PR,21.0,,0,7.0
sao jose dos pinhais,PR,800,40,8,35,11.0,moveis_decoracao,5,,29.38,2,credit_card,1,46.67,154.91,sao paulo,sao paulo,2018-02-20,2018-02-22 23:49:20,01/26/2018 18:52:05,2018-01-25 19:53:22,delivered,2018-01-25 19:46:47,niteroi,RJ,28.0,,0,2.0
belo horizonte,SP,650,16,10,11,1.0,perfumaria,5,Produto e entrega ótimos,102.47,10,credit_card,1,11.9,99.99,sao paulo,sao paulo,2018-04-02,2018-04-05 17:12:42,03/02/2018 19:08:11,2018-03-02 02:10:25,delivered,2018-03-01 12:43:37,sao pedro da aldeia,RJ,35.0,,0,3.0
uba,MG,500,16,2,11,2.0,fashion_roupa_feminina,5,,130.0,3,credit_card,1,3.81,27.9,são paulo,são paulo,2017-12-13,2017-11-29 10:41:33,11/17/2017 22:32:24,2017-11-16 23:50:57,delivered,2017-11-16 23:40:17,curitiba,PR,12.0,,0,-14.0
"novo hamburgo, rio grande do sul, brasil",RS,198,17,9,15,4.0,cool_stuff,2,,69.13,5,credit_card,1,25.39,21.33,sao paulo,sao paulo,2018-02-02,2018-02-09 00:44:50,01/10/2018 20:24:19,2018-01-04 13:29:16,delivered,2018-01-04 13:14:34,sao bernardo do campo,SP,35.0,,0,7.0
